file,offset,valid_instructions_count,arch
134.exe,74436,161,32
134.exe,408219,18841,32
134.exe,223709,429,32
134.exe,387312,28516,32
134.exe,46690,101,32
134.exe,38028,655,32
134.exe,345745,766,32
134.exe,96716,744,32
134.exe,277549,360,32
134.exe,94048,134,32
134.exe,194946,500,32
134.exe,464701,2057,32
134.exe,131032,30,32
134.exe,107335,38,32
134.exe,331620,75,32
134.exe,241616,24,32
134.exe,39720,73,32
134.exe,94322,22,32
134.exe,452345,6887,32
134.exe,378959,200,32
134.exe,23329,1260,32
134.exe,246171,368,32
134.exe,257265,258,32
134.exe,98397,79,32
134.exe,484656,6431,32
134.exe,159031,25,32
134.exe,39106,177,32
134.exe,242689,64,32
134.exe,11671,2234,32
134.exe,317822,589,32
134.exe,66588,1018,32
134.exe,14440,986,32
134.exe,431567,8079,32
134.exe,490267,4664,32
134.exe,102370,704,32
134.exe,345421,874,32
134.exe,75807,198,32
134.exe,134803,14,32
134.exe,320075,2378,32
134.exe,176614,957,32
134.exe,21559,2014,32
134.exe,156065,792,32
134.exe,419512,13615,32
134.exe,241000,278,32
134.exe,267752,39,32
134.exe,163414,262,32
134.exe,30050,755,32
134.exe,279405,492,32
134.exe,266701,201,32
134.exe,65792,1377,32
134.exe,337098,595,32
134.exe,358929,480,32
134.exe,279975,262,32
134.exe,31176,227,32
134.exe,230368,49,32
134.exe,363092,717,32
134.exe,163971,47,32
134.exe,477044,683,32
134.exe,92253,786,32
134.exe,315422,672,32
134.exe,194347,54,32
134.exe,323485,1219,32
134.exe,209144,64,32
134.exe,283556,138,32
134.exe,329020,1054,32
134.exe,413870,16174,32
134.exe,312008,191,32
134.exe,416451,14958,32
134.exe,352232,454,32
134.exe,337335,505,32
134.exe,72861,891,32
134.exe,333062,494,32
134.exe,175632,1354,32
134.exe,291915,19,32
134.exe,461670,3281,32
134.exe,132266,44,32
134.exe,123073,853,32
134.exe,350303,1109,32
134.exe,41957,117,32
134.exe,129037,14,32
134.exe,245204,776,32
134.exe,184493,765,32
134.exe,348775,117,32
134.exe,398787,23254,32
134.exe,104728,383,32
134.exe,95493,1347,32
134.exe,121465,530,32
134.exe,410314,17886,32
134.exe,205937,719,32
134.exe,268507,538,32
134.exe,3750,1360,32
134.exe,173891,146,32
134.exe,83010,899,32
134.exe,355590,134,32
134.exe,344460,251,32
134.exe,20624,173,32
134.exe,424222,11417,32
134.exe,340065,108,32
134.exe,442645,3203,32
134.exe,229979,79,32
134.exe,27062,106,32
134.exe,482226,7158,32
134.exe,316563,236,32
134.exe,334836,1450,32
134.exe,484248,6531,32
134.exe,333373,348,32
134.exe,136467,122,32
134.exe,128996,31,32
134.exe,341097,91,32
134.exe,83064,870,32
134.exe,409984,18055,32
134.exe,470693,886,32
134.exe,228168,143,32
134.exe,319128,260,32
134.exe,44003,189,32
134.exe,87043,1402,32
134.exe,462423,2998,32
134.exe,317412,700,32
134.exe,466542,1293,32
134.exe,234660,339,32
134.exe,339277,428,32
134.exe,2942,1764,32
134.exe,350014,1239,32
134.exe,208319,264,32
134.exe,212410,1396,32
134.exe,379947,385,32
134.exe,222632,242,32
134.exe,320438,2262,32
134.exe,303602,21,32
134.exe,206445,488,32
134.exe,158210,334,32
134.exe,188872,396,32
134.exe,276703,71,32
134.exe,427790,9896,32
134.exe,78298,721,32
134.exe,306061,91,32
134.exe,241563,47,32
134.exe,120214,1110,32
134.exe,229889,125,32
134.exe,200660,39,32
134.exe,475491,162,32
134.exe,292453,59,32
134.exe,29299,130,32
134.exe,289047,3,32
134.exe,100178,172,32
134.exe,376863,445,32
134.exe,250278,1351,32
134.exe,351694,628,32
134.exe,316856,125,32
134.exe,112234,145,32
134.exe,312968,196,32
134.exe,61790,646,32
134.exe,393627,25595,32
134.exe,344024,424,32
134.exe,74826,379,32
134.exe,35777,424,32
134.exe,115225,99,32
134.exe,72608,1020,32
134.exe,438450,4943,32
134.exe,69296,301,32
134.exe,57464,7,32
134.exe,168442,1592,32
134.exe,350837,915,32
134.exe,300534,313,32
134.exe,206912,271,32
134.exe,317227,25,32
134.exe,83177,815,32
134.exe,176211,1099,32
134.exe,173059,262,32
134.exe,194802,1,32
134.exe,360004,205,32
134.exe,428798,9430,32
134.exe,373989,855,32
134.exe,304771,11,32
134.exe,248766,1902,32
134.exe,423028,11970,32
134.exe,241921,19,32
134.exe,165960,35,32
134.exe,228503,4,32
134.exe,432652,7560,32
134.exe,294129,135,32
134.exe,223317,39,32
134.exe,408851,18554,32
134.exe,315833,502,32
134.exe,237117,1264,32
134.exe,288243,130,32
134.exe,466886,1150,32
134.exe,240588,9,32
134.exe,42252,987,32
134.exe,323580,1188,32
134.exe,407446,19188,32
134.exe,298058,1141,32
134.exe,54891,606,32
134.exe,352038,517,32
134.exe,441428,3715,32
134.exe,272765,5,32
134.exe,296970,311,32
134.exe,145080,84,32
134.exe,10685,2705,32
134.exe,422400,12269,32
134.exe,175477,1424,32
134.exe,145493,24,32
134.exe,314678,976,32
134.exe,385302,29414,32
134.exe,431032,8322,32
134.exe,252610,470,32
134.exe,406623,19604,32
134.exe,171000,476,32
134.exe,141343,60,32
134.exe,41787,194,32
134.exe,228989,73,32
134.exe,112135,189,32
134.exe,352444,377,32
134.exe,49161,65,32
134.exe,305985,3,32
134.exe,195791,101,32
134.exe,2710,1880,32
134.exe,124140,356,32
134.exe,308236,134,32
134.exe,389657,27525,32
134.exe,72870,887,32
134.exe,289616,401,32
134.exe,318075,522,32
134.exe,173695,34,32
134.exe,49784,83,32
134.exe,460680,3655,32
134.exe,355994,3,32
134.exe,236320,259,32
134.exe,137226,61,32
134.exe,281706,55,32
134.exe,341607,250,32
134.exe,265222,65,32
134.exe,456550,5213,32
134.exe,494637,2537,32
134.exe,187942,809,32
134.exe,65288,1605,32
134.exe,347392,61,32
134.exe,344925,69,32
134.exe,52778,60,32
134.exe,266999,91,32
134.exe,90207,193,32
134.exe,49122,79,32
134.exe,41405,363,32
134.exe,64172,54,32
134.exe,143557,12,32
134.exe,319809,66,32
134.exe,438977,4732,32
134.exe,316428,295,32
134.exe,348744,132,32
134.exe,299316,699,32
134.exe,385980,29118,32
134.exe,164257,240,32
134.exe,26938,157,32
134.exe,495749,1981,32
134.exe,66631,998,32
134.exe,447855,1031,32
134.exe,282941,90,32
134.exe,276665,83,32
134.exe,442962,3078,32
134.exe,305126,131,32
134.exe,198662,53,32
134.exe,247856,138,32
134.exe,478643,233,32
134.exe,22896,1459,32
134.exe,497091,1310,32
134.exe,188893,389,32
134.exe,397205,23939,32
134.exe,343047,874,32
134.exe,220861,306,32
134.exe,388812,27864,32
134.exe,312210,113,32
134.exe,119172,1601,32
134.exe,35386,9,32
134.exe,136237,81,32
134.exe,413026,16586,32
134.exe,114411,228,32
134.exe,124269,292,32
134.exe,20752,113,32
134.exe,121270,617,32
134.exe,189826,234,32
134.exe,167987,1794,32
134.exe,385675,29258,32
134.exe,168208,1698,32
134.exe,166016,9,32
134.exe,470376,1004,32
134.exe,214303,534,32
134.exe,436354,5831,32
134.exe,29840,859,32
134.exe,9347,405,32
134.exe,149080,94,32
134.exe,436335,5837,32
134.exe,60729,1127,32
134.exe,12032,2089,32
134.exe,193585,414,32
134.exe,150710,365,32
134.exe,281092,65,32
134.exe,425721,10766,32
134.exe,271429,72,32
134.exe,21020,21,32
134.exe,183201,69,32
134.exe,43407,465,32
134.exe,268762,446,32
134.exe,351959,540,32
134.exe,174558,1825,32
134.exe,297896,1198,32
134.exe,335978,954,32
134.exe,349170,25,32
134.exe,292033,176,32
134.exe,299563,614,32
134.exe,239877,107,32
134.exe,134092,113,32
134.exe,136663,25,32
134.exe,484190,6546,32
134.exe,55092,519,32
134.exe,356394,1298,32
134.exe,373111,1128,32
134.exe,22996,1411,32
134.exe,335430,1196,32
134.exe,466445,1339,32
134.exe,429999,8875,32
134.exe,188178,698,32
134.exe,113839,500,32
134.exe,287521,425,32
134.exe,44334,35,32
134.exe,111886,295,32
134.exe,289213,62,32
134.exe,214703,342,32
134.exe,199160,522,32
134.exe,394168,25373,32
134.exe,239660,214,32
134.exe,63626,141,32
134.exe,72614,1017,32
134.exe,160901,578,32
134.exe,366850,162,32
134.exe,336392,808,32
134.exe,224539,115,32
134.exe,404979,20363,32
134.exe,454043,6195,32
134.exe,103394,271,32
134.exe,484419,6495,32
134.exe,355377,197,32
134.exe,86530,1646,32
134.exe,28226,467,32
134.exe,43153,585,32
134.exe,233001,533,32
134.exe,258274,23,32
134.exe,322717,1509,32
134.exe,489628,4940,32
134.exe,213664,826,32
134.exe,65344,1582,32
134.exe,231631,500,32
134.exe,222326,379,32
134.exe,394529,25180,32
134.exe,15672,404,32
134.exe,336919,641,32
134.exe,173171,216,32
134.exe,296348,27,32
134.exe,62684,256,32
134.exe,478851,172,32
134.exe,480487,212,32
134.exe,343180,821,32
134.exe,177971,388,32
134.exe,6619,1,32
134.exe,361842,1239,32
134.exe,451702,7129,32
134.exe,317154,14,32
134.exe,244776,951,32
134.exe,227784,304,32
134.exe,379302,36,32
134.exe,31243,205,32
134.exe,441407,3725,32
134.exe,107833,6,32
134.exe,142625,108,32
134.exe,474563,452,32
134.exe,393542,25628,32
134.exe,248629,1942,32
134.exe,256335,170,32
134.exe,304395,22,32
134.exe,285265,231,32
134.exe,218573,37,32
134.exe,300375,358,32
134.exe,412649,16762,32
134.exe,353178,70,32
134.exe,8652,34,32
134.exe,273118,133,32
134.exe,481260,7455,32
134.exe,204532,1363,32
134.exe,134828,744,32
134.exe,355928,24,32
134.exe,135335,491,32
134.exe,468689,420,32
134.exe,174083,69,32
134.exe,88533,669,32
134.exe,496050,1831,32
134.exe,332545,698,32
134.exe,323779,1102,32
134.exe,5981,297,32
134.exe,201623,816,32
134.exe,222311,385,32
134.exe,476486,877,32
134.exe,369849,78,32
134.exe,123361,722,32
134.exe,129606,108,32
134.exe,342148,75,32
134.exe,222902,116,32
134.exe,306454,7,32
134.exe,472795,263,32
134.exe,361907,1218,32
134.exe,3357,1557,32
134.exe,217019,732,32
134.exe,438181,5049,32
134.exe,331069,226,32
134.exe,333032,509,32
134.exe,186598,1349,32
134.exe,435670,6130,32
134.exe,462920,2792,32
134.exe,253251,275,32
134.exe,138682,484,32
134.exe,102124,815,32
134.exe,208976,10,32
134.exe,133068,63,32
134.exe,238910,521,32
134.exe,31207,219,32
134.exe,442870,3111,32
134.exe,188123,723,32
134.exe,244914,894,32
134.exe,239649,221,32
134.exe,361336,15,32
134.exe,317913,563,32
134.exe,350172,1167,32
134.exe,463285,2635,32
134.exe,465300,1822,32
134.exe,373644,978,32
134.exe,19579,211,32
134.exe,15235,613,32
134.exe,103992,755,32
134.exe,169194,1249,32
134.exe,250818,1158,32
134.exe,221799,619,32
134.exe,99382,528,32
134.exe,401140,22162,32
134.exe,57059,201,32
134.exe,72097,53,32
134.exe,448154,920,32
134.exe,447924,1006,32
134.exe,287458,12,32
134.exe,311457,156,32
134.exe,123551,634,32
134.exe,252653,454,32
134.exe,332913,563,32
134.exe,161265,450,32
134.exe,418885,13884,32
134.exe,318352,454,32
134.exe,215070,169,32
134.exe,317223,27,32
134.exe,422038,12453,32
134.exe,174869,1691,32
134.exe,76640,243,32
134.exe,367100,45,32
134.exe,145097,75,32
134.exe,412044,17067,32
134.exe,79452,203,32
134.exe,414288,15955,32
134.exe,269513,182,32
134.exe,213429,935,32
134.exe,414889,15669,32
134.exe,429811,8957,32
134.exe,470120,1090,32
134.exe,215463,34,32
134.exe,132071,102,32
134.exe,75395,119,32
134.exe,380205,294,32
134.exe,586,2942,32
134.exe,417502,14470,32
134.exe,444141,2569,32
134.exe,388677,27929,32
134.exe,88909,479,32
134.exe,320002,2404,32
134.exe,249251,1731,32
134.exe,259316,5,32
134.exe,53292,56,32
134.exe,90158,217,32
134.exe,244141,249,32
134.exe,357922,779,32
134.exe,403383,21109,32
134.exe,111980,252,32
134.exe,11568,2274,32
134.exe,436917,5565,32
134.exe,367861,780,32
134.exe,103376,282,32
134.exe,4881,822,32
134.exe,372072,1526,32
134.exe,11887,2151,32
134.exe,280854,54,32
134.exe,483804,6656,32
134.exe,263929,49,32
134.exe,305545,58,32
134.exe,177846,441,32
134.exe,377378,326,32
134.exe,293852,248,32
134.exe,25556,247,32
134.exe,98343,3,32
134.exe,323157,1342,32
134.exe,493286,3211,32
134.exe,249866,1496,32
134.exe,147417,63,32
134.exe,482538,7056,32
134.exe,117681,2202,32
134.exe,186337,1468,32
134.exe,411046,17554,32
134.exe,296091,23,32
134.exe,222386,357,32
134.exe,188095,739,32
134.exe,332754,625,32
134.exe,46520,192,32
134.exe,69594,176,32
134.exe,469115,262,32
134.exe,344337,298,32
134.exe,278978,121,32
134.exe,90921,1427,32
134.exe,231734,454,32
134.exe,489090,5137,32
134.exe,306294,3,32
134.exe,5005,764,32
134.exe,218542,50,32
134.exe,261094,9,32
134.exe,488334,5371,32
134.exe,100196,162,32
134.exe,158936,60,32
134.exe,245512,646,32
134.exe,68488,101,32
134.exe,36924,464,32
134.exe,277263,467,32
134.exe,101764,988,32
134.exe,88040,911,32
134.exe,273866,326,32
134.exe,472507,356,32
134.exe,244599,46,32
134.exe,462674,2898,32
134.exe,499542,85,32
134.exe,88340,763,32
134.exe,165578,108,32
134.exe,448491,796,32
134.exe,12624,1807,32
134.exe,275764,101,32
134.exe,223147,115,32
134.exe,35422,93,32
134.exe,80445,1066,32
134.exe,287011,65,32
134.exe,10812,2645,32
134.exe,376409,78,32
134.exe,331856,25,32
134.exe,8966,37,32
134.exe,371744,1635,32
134.exe,88042,911,32
134.exe,76870,123,32
134.exe,273393,30,32
134.exe,370242,228,32
134.exe,265875,489,32
134.exe,88094,882,32
134.exe,41552,297,32
134.exe,496744,1484,32
134.exe,130299,21,32
134.exe,325286,570,32
134.exe,226930,658,32
134.exe,161864,227,32
134.exe,152586,65,32
134.exe,85743,192,32
134.exe,288878,56,32
134.exe,394984,24969,32
134.exe,348752,128,32
134.exe,187637,931,32
134.exe,113208,74,32
134.exe,88595,639,32
134.exe,458321,4552,32
134.exe,371615,1691,32
134.exe,89371,244,32
134.exe,6799,450,32
134.exe,5804,380,32
134.exe,212703,1267,32
134.exe,58874,45,32
134.exe,334524,1577,32
134.exe,358001,750,32
134.exe,31505,77,32
134.exe,248488,1981,32
134.exe,261374,143,32
134.exe,241970,3,32
134.exe,305565,50,32
134.exe,23672,1107,32
134.exe,265258,53,32
134.exe,186684,1310,32
134.exe,434026,6870,32
134.exe,422425,12256,32
134.exe,460788,3614,32
134.exe,312375,53,32
134.exe,140485,96,32
134.exe,64876,1796,32
134.exe,400545,22435,32
134.exe,366591,279,32
134.exe,73392,640,32
134.exe,370181,249,32
134.exe,119815,1306,32
134.exe,449564,382,32
134.exe,275266,303,32
134.exe,44631,72,32
134.exe,48787,9,32
134.exe,169783,1015,32
134.exe,295449,6,32
134.exe,75347,144,32
134.exe,62395,379,32
134.exe,181507,797,32
134.exe,175896,1244,32
134.exe,384171,29959,32
134.exe,4492,1003,32
134.exe,302671,5,32
134.exe,19649,185,32
134.exe,429148,9282,32
134.exe,17761,970,32
134.exe,481568,7363,32
134.exe,361664,1317,32
134.exe,82874,964,32
134.exe,115578,113,32
134.exe,493464,3122,32
134.exe,211884,1620,32
134.exe,325425,505,32
134.exe,366476,328,32
134.exe,367679,869,32
134.exe,382023,31046,32
134.exe,75433,100,32
134.exe,336911,643,32
134.exe,147326,107,32
134.exe,81031,771,32
134.exe,476179,952,32
134.exe,426976,10237,32
134.exe,458482,4496,32
134.exe,403284,21159,32
134.exe,192220,1030,32
134.exe,202703,337,32
134.exe,418185,14175,32
134.exe,76936,89,32
134.exe,395785,24612,32
134.exe,178570,139,32
134.exe,297321,196,32
134.exe,52653,3,32
134.exe,216814,821,32
134.exe,401848,21850,32
134.exe,395804,24602,32
134.exe,319890,40,32
134.exe,202055,635,32
134.exe,54093,990,32
134.exe,126474,688,32
134.exe,305444,6,32
134.exe,409859,18120,32
134.exe,102680,580,32
134.exe,181945,625,32
134.exe,300459,334,32
134.exe,467564,880,32
134.exe,227638,369,32
134.exe,113098,8,32
134.exe,220485,484,32
134.exe,159093,10,32
134.exe,130219,59,32
134.exe,249826,1507,32
134.exe,271258,138,32
134.exe,31440,103,32
134.exe,240183,597,32
134.exe,343385,743,32
134.exe,311435,164,32
134.exe,236188,320,32
134.exe,54256,908,32
134.exe,294084,150,32
134.exe,311641,81,32
134.exe,105214,159,32
134.exe,60361,32,32
134.exe,39646,106,32
134.exe,481284,7446,32
134.exe,219925,723,32
134.exe,182159,523,32
134.exe,272987,195,32
134.exe,232297,222,32
134.exe,188248,674,32
134.exe,209156,57,32
134.exe,80232,1175,32
134.exe,107250,79,32
134.exe,257238,265,32
134.exe,29022,93,32
134.exe,35563,24,32
134.exe,339561,309,32
134.exe,11146,2476,32
134.exe,491843,3889,32
135.exe,116091,5702,32
135.exe,21887,619,32
135.exe,88244,15,32
135.exe,11993,1576,32
135.exe,111529,7608,32
135.exe,129245,478,32
135.exe,72314,11,32
135.exe,69353,49,32
135.exe,6447,1571,32
135.exe,38917,47,32
135.exe,95012,58,32
135.exe,85053,53,32
135.exe,79186,34,32
135.exe,142012,674,32
135.exe,54423,1670,32
135.exe,134943,29,32
135.exe,18779,898,32
135.exe,17472,102,32
135.exe,49461,5,32
135.exe,8658,543,32
135.exe,2318,3600,32
135.exe,108794,8861,32
135.exe,55621,1071,32
135.exe,140664,1348,32
135.exe,114054,6506,32
135.exe,12041,1556,32
135.exe,6146,1710,32
135.exe,56612,575,32
135.exe,76047,16,32
135.exe,49582,16,32
135.exe,1681,3919,32
135.exe,76579,2,32
135.exe,115714,5846,32
135.exe,76553,3,32
135.exe,115464,5937,32
135.exe,18200,1141,32
135.exe,126048,1921,32
135.exe,18218,1132,32
135.exe,70000,48,32
135.exe,92827,10,32
135.exe,74978,24,32
135.exe,69720,13,32
135.exe,37977,11,32
135.exe,16233,664,32
135.exe,116450,5560,32
135.exe,75910,6,32
135.exe,16367,603,32
135.exe,128426,873,32
135.exe,41676,225,32
135.exe,30793,67,32
135.exe,123774,2830,32
135.exe,76884,56,32
135.exe,118067,4952,32
135.exe,85255,51,32
135.exe,135719,25,32
135.exe,46900,47,32
135.exe,9930,128,32
135.exe,15823,830,32
135.exe,56990,386,32
135.exe,121317,3702,32
135.exe,6233,1671,32
135.exe,23509,64,32
135.exe,48906,101,32
135.exe,69038,175,32
135.exe,56621,571,32
135.exe,55632,1065,32
135.exe,99668,620,32
135.exe,54250,1756,32
135.exe,13689,766,32
135.exe,80981,19,32
135.exe,109792,8423,32
135.exe,65311,73,32
135.exe,69260,88,32
135.exe,54303,1730,32
135.exe,93360,69,32
135.exe,22307,427,32
135.exe,24752,798,32
135.exe,125062,2359,32
135.exe,124370,2588,32
135.exe,50838,79,32
135.exe,116879,5408,32
135.exe,16566,511,32
135.exe,33627,6,32
135.exe,119944,4242,32
135.exe,102534,176,32
135.exe,10461,2228,32
135.exe,65153,139,32
135.exe,114967,6136,32
135.exe,141805,777,32
135.exe,96962,247,32
135.exe,125693,2095,32
135.exe,1791,3864,32
135.exe,7175,1217,32
135.exe,6570,1513,32
135.exe,70816,44,32
135.exe,129872,164,32
135.exe,26151,182,32
135.exe,54342,1710,32
135.exe,2295,3612,32
135.exe,124760,2449,32
135.exe,84899,2,32
135.exe,63405,55,32
135.exe,81656,23,32
135.exe,64065,18,32
135.exe,116710,5466,32
135.exe,91499,1,32
135.exe,29369,4,32
135.exe,14273,492,32
135.exe,70953,52,32
135.exe,57590,86,32
135.exe,14139,556,32
135.exe,82019,38,32
135.exe,18235,1126,32
135.exe,40539,105,32
135.exe,117380,5217,32
135.exe,10143,45,32
135.exe,116670,5485,32
135.exe,80828,52,32
135.exe,85546,14,32
135.exe,9245,271,32
135.exe,136129,12,32
135.exe,41580,262,32
135.exe,109431,8607,32
135.exe,17583,53,32
135.exe,135515,31,32
135.exe,52270,36,32
135.exe,78843,18,32
135.exe,76193,11,32
135.exe,116029,5726,32
135.exe,50755,111,32
135.exe,50650,160,32
135.exe,70999,32,32
135.exe,132609,4,32
135.exe,88361,33,32
135.exe,18537,993,32
135.exe,125042,2367,32
135.exe,123300,3018,32
135.exe,107579,9399,32
135.exe,129294,453,32
135.exe,96602,24,32
135.exe,26657,53,32
135.exe,83020,45,32
135.exe,61858,212,32
135.exe,131011,20,32
135.exe,92977,95,32
135.exe,27890,51,32
135.exe,63908,86,32
135.exe,4283,2625,32
135.exe,35544,3,32
135.exe,73972,65,32
135.exe,125298,2274,32
135.exe,123802,2819,32
135.exe,89027,15,32
135.exe,29665,18,32
135.exe,30138,4,32
135.exe,97277,133,32
135.exe,123937,2758,32
135.exe,115117,6076,32
135.exe,130017,92,32
135.exe,26148,184,32
135.exe,25861,287,32
135.exe,109721,8463,32
135.exe,77741,30,32
135.exe,79201,27,32
135.exe,89907,7,32
135.exe,95874,110,32
135.exe,2183,3668,32
135.exe,128434,871,32
135.exe,19400,619,32
135.exe,10075,71,32
135.exe,88267,7,32
135.exe,70821,44,32
135.exe,27999,2,32
135.exe,17777,10,32
135.exe,121751,3546,32
135.exe,28687,8,32
135.exe,22059,542,32
135.exe,27117,8,32
135.exe,138447,2456,32
135.exe,107414,9475,32
135.exe,21689,716,32
135.exe,75512,10,32
135.exe,66000,90,32
135.exe,34314,325,32
135.exe,20160,275,32
135.exe,69597,16,32
135.exe,70273,19,32
135.exe,96204,167,32
135.exe,95810,134,32
135.exe,81646,28,32
135.exe,129369,416,32
135.exe,74620,21,32
135.exe,76173,21,32
135.exe,6119,1724,32
135.exe,139128,2116,32
135.exe,25256,563,32
135.exe,114460,6336,32
135.exe,104826,10719,32
135.exe,63855,105,32
135.exe,61118,582,32
135.exe,110052,8292,32
135.exe,90091,1,32
135.exe,99927,556,32
135.exe,36236,7,32
135.exe,93526,6,32
135.exe,13583,814,32
135.exe,62759,17,32
135.exe,83276,8,32
135.exe,115050,6101,32
135.exe,96479,71,32
135.exe,2794,3362,32
135.exe,58437,212,32
135.exe,134895,9,32
135.exe,37211,9,32
135.exe,77526,20,32
135.exe,36495,15,32
135.exe,90074,5,32
135.exe,127733,1143,32
135.exe,93633,24,32
135.exe,114688,6248,32
135.exe,136573,638,32
135.exe,24358,985,32
135.exe,104652,10813,32
135.exe,38135,19,32
135.exe,46878,58,32
135.exe,98741,91,32
135.exe,31119,4,32
135.exe,122994,3134,32
135.exe,89635,5,32
135.exe,75707,12,32
135.exe,57403,180,32
135.exe,106573,9864,32
135.exe,107019,9670,32
135.exe,115792,5818,32
135.exe,119557,4392,32
135.exe,80601,13,32
135.exe,34409,277,32
135.exe,72036,30,32
135.exe,64914,44,32
135.exe,61519,384,32
135.exe,93784,55,32
135.exe,100838,135,32
135.exe,120531,4010,32
135.exe,35349,44,32
135.exe,21200,937,32
135.exe,14057,592,32
135.exe,139581,1889,32
135.exe,3654,2932,32
135.exe,57050,356,32
135.exe,133059,11,32
135.exe,88305,8,32
135.exe,26980,16,32
135.exe,116102,5697,32
135.exe,3135,3192,32
135.exe,131603,2,32
135.exe,98216,248,32
135.exe,34462,251,32
135.exe,53478,2142,32
135.exe,109428,8608,32
135.exe,135624,14,32
135.exe,11933,1604,32
135.exe,134130,7,32
135.exe,18206,1138,32
135.exe,99191,53,32
135.exe,21563,771,32
135.exe,102370,232,32
135.exe,5005,2278,32
135.exe,55465,1149,32
135.exe,500,4509,32
135.exe,99614,630,32
135.exe,104362,10936,32
135.exe,13397,896,32
135.exe,91166,19,32
135.exe,72084,15,32
135.exe,52727,2518,32
135.exe,51322,31,32
135.exe,72958,110,32
135.exe,2460,3529,32
135.exe,80850,47,32
135.exe,52374,70,32
135.exe,127395,1270,32
135.exe,102000,59,32
135.exe,34375,294,32
135.exe,96212,162,32
135.exe,31337,12,32
135.exe,37043,12,32
135.exe,36282,2,32
135.exe,53485,2139,32
135.exe,105452,10414,32
135.exe,121321,3700,32
135.exe,100057,490,32
135.exe,45256,112,32
135.exe,143268,46,32
135.exe,70942,56,32
135.exe,128045,1025,32
135.exe,61,4722,32
135.exe,47321,13,32
135.exe,82128,4,32
135.exe,97423,82,32
135.exe,107290,9532,32
135.exe,118450,4810,32
135.exe,97042,215,32
135.exe,15397,1001,32
135.exe,81419,21,32
135.exe,28244,4,32
135.exe,35210,97,32
135.exe,75885,5,32
135.exe,49054,26,32
135.exe,41889,143,32
135.exe,23200,22,32
135.exe,80259,29,32
135.exe,40354,178,32
135.exe,10626,2153,32
135.exe,95445,299,32
135.exe,35905,35,32
135.exe,100386,332,32
135.exe,117737,5073,32
135.exe,66615,2,32
135.exe,4145,2689,32
135.exe,51589,12,32
135.exe,85488,33,32
135.exe,20357,183,32
135.exe,111272,7717,32
135.exe,69331,59,32
135.exe,40273,217,32
135.exe,67076,77,32
135.exe,134501,10,32
135.exe,91887,4,32
135.exe,99414,689,32
135.exe,33403,1,32
135.exe,13190,990,32
135.exe,110303,8164,32
135.exe,82196,47,32
135.exe,126236,1827,32
135.exe,96904,266,32
135.exe,27385,5,32
135.exe,46252,53,32
135.exe,132183,6,32
135.exe,70315,3,32
135.exe,7464,1077,32
135.exe,136965,442,32
135.exe,14843,245,32
135.exe,89604,12,32
135.exe,23424,94,32
135.exe,110501,8073,32
135.exe,73749,150,32
135.exe,64638,96,32
135.exe,102427,213,32
135.exe,15702,881,32
135.exe,109819,8407,32
135.exe,76242,3,32
135.exe,21961,587,32
135.exe,132778,9,32
135.exe,53252,2255,32
135.exe,67481,22,32
135.exe,73625,16,32
135.exe,121734,3550,32
135.exe,35423,13,32
135.exe,23595,35,32
135.exe,122492,3313,32
135.exe,138157,6,32
135.exe,65476,8,32
135.exe,115838,5798,32
135.exe,16007,757,32
135.exe,53463,2150,32
135.exe,49845,172,32
135.exe,70473,43,32
135.exe,36386,58,32
135.exe,127485,1233,32
135.exe,136538,655,32
135.exe,24307,1007,32
135.exe,54969,1397,32
135.exe,10114,56,32
135.exe,47542,80,32
135.exe,7501,1059,32
135.exe,54905,1429,32
135.exe,138731,2314,32
135.exe,29635,33,32
135.exe,117711,5085,32
135.exe,129383,409,32
135.exe,21353,869,32
135.exe,55185,1289,32
135.exe,22723,225,32
135.exe,33987,488,32
135.exe,71272,8,32
135.exe,129827,187,32
135.exe,40240,232,32
135.exe,62185,51,32
135.exe,29433,5,32
135.exe,130027,87,32
135.exe,139905,1727,32
135.exe,54090,1836,32
135.exe,95697,191,32
135.exe,70785,57,32
135.exe,55156,1303,32
135.exe,59582,44,32
135.exe,141007,1176,32
135.exe,20,4741,32
135.exe,137413,218,32
135.exe,50534,24,32
135.exe,127053,1423,32
135.exe,133482,3,32
135.exe,113159,6914,32
135.exe,82177,5,32
135.exe,8158,752,32
135.exe,108481,9011,32
135.exe,88162,2,32
135.exe,85016,8,32
135.exe,53370,2196,32
135.exe,133562,9,32
135.exe,24247,1037,32
135.exe,84083,42,32
135.exe,81434,16,32
135.exe,83400,51,32
135.exe,26994,8,32
135.exe,117322,5239,32
135.exe,17845,16,32
135.exe,87558,1,32
135.exe,70088,13,32
135.exe,75117,2,32
135.exe,68607,1,32
135.exe,118307,4865,32
135.exe,92547,110,32
135.exe,111009,7855,32
135.exe,102675,122,32
135.exe,37051,9,32
135.exe,104948,10663,32
135.exe,99607,631,32
135.exe,60150,10,32
135.exe,84486,114,32
135.exe,136558,645,32
135.exe,2996,3261,32
135.exe,38163,8,32
135.exe,54640,1561,32
135.exe,44978,7,32
135.exe,115840,5797,32
135.exe,111456,7636,32
135.exe,95436,303,32
135.exe,95693,193,32
135.exe,139058,2151,32
135.exe,71717,54,32
135.exe,19782,444,32
135.exe,126379,1757,32
135.exe,18628,956,32
135.exe,68316,42,32
135.exe,31686,5,32
