file,offset,valid_instructions_count,arch
22.exe,3803,1036,32
22.exe,2568,3,32
22.exe,8523,25,32
22.exe,4746,639,32
22.exe,6580,24,32
22.exe,4738,643,32
22.exe,2614,170,32
22.exe,7245,47,32
22.exe,11250,37,32
22.exe,9534,59,32
22.exe,6642,28,32
22.exe,10088,49,32
22.exe,698,695,32
22.exe,8220,74,32
22.exe,9078,19,32
22.exe,4631,696,32
22.exe,9311,152,32
22.exe,1611,353,32
22.exe,697,695,32
22.exe,5125,449,32
22.exe,6819,8,32
22.exe,3763,1054,32
22.exe,8469,44,32
22.exe,1143,537,32
22.exe,7288,35,32
22.exe,1764,301,32
22.exe,10149,23,32
22.exe,4147,890,32
22.exe,4273,842,32
22.exe,8462,48,32
22.exe,1011,577,32
22.exe,10161,19,32
22.exe,3022,1,32
22.exe,9867,7,32
22.exe,10866,6,32
22.exe,1991,216,32
22.exe,10416,154,32
22.exe,9255,176,32
22.exe,9735,62,32
22.exe,4603,707,32
22.exe,7563,12,32
22.exe,8251,64,32
22.exe,11371,20,32
22.exe,10534,109,32
22.exe,4525,739,32
22.exe,8489,41,32
22.exe,8975,11,32
22.exe,2310,97,32
22.exe,11563,17,32
22.exe,7888,7,32
22.exe,10446,146,32
22.exe,728,684,32
22.exe,4120,903,32
22.exe,5758,150,32
22.exe,10855,10,32
22.exe,2248,117,32
22.exe,9226,186,32
22.exe,7703,47,32
22.exe,9228,185,32
22.exe,9982,87,32
22.exe,726,685,32
22.exe,7959,188,32
22.exe,9695,5,32
22.exe,1867,266,32
22.exe,5617,202,32
22.exe,3208,1327,32
22.exe,5556,234,32
22.exe,8999,3,32
22.exe,5240,392,32
22.exe,7482,40,32
22.exe,2036,201,32
22.exe,3601,1132,32
22.exe,5351,335,32
22.exe,982,584,32
22.exe,11043,114,32
22.exe,1648,339,32
22.exe,11482,8,32
22.exe,4916,554,32
22.exe,9053,24,32
22.exe,4025,935,32
22.exe,10138,27,32
22.exe,2153,160,32
22.exe,8761,66,32
22.exe,2867,71,32
22.exe,1237,488,32
22.exe,3050,1396,32
22.exe,7311,24,32
22.exe,5512,256,32
22.exe,8543,18,32
22.exe,2621,168,32
22.exe,7014,108,32
22.exe,6318,43,32
22.exe,8118,125,32
22.exe,7022,106,32
22.exe,9711,72,32
22.exe,2733,127,32
22.exe,8155,108,32
22.exe,5759,150,32
22.exe,10997,133,32
22.exe,2817,90,32
22.exe,225,178,32
22.exe,3673,1098,32
22.exe,8015,167,32
22.exe,11264,32,32
22.exe,9609,29,32
22.exe,11267,31,32
22.exe,8262,59,32
22.exe,21,268,32
22.exe,655,16,32
22.exe,2295,103,32
22.exe,5894,98,32
22.exe,8414,66,32
22.exe,1105,550,32
22.exe,4510,747,32
22.exe,5696,175,32
22.exe,866,629,32
22.exe,7506,32,32
22.exe,1978,222,32
22.exe,2350,85,32
22.exe,6407,8,32
22.exe,3248,1307,32
22.exe,4684,670,32
22.exe,1762,302,32
22.exe,8878,13,32
22.exe,3951,973,32
22.exe,9385,116,32
22.exe,4386,798,32
22.exe,702,693,32
22.exe,10719,36,32
22.exe,8208,82,32
22.exe,10860,7,32
22.exe,7114,65,32
22.exe,5939,74,32
22.exe,1222,498,32
22.exe,6887,164,32
22.exe,3748,1063,32
22.exe,2680,144,32
22.exe,10303,200,32
22.exe,5306,359,32
22.exe,9924,6,32
22.exe,8391,74,32
22.exe,9388,116,32
22.exe,3960,969,32
22.exe,7613,80,32
22.exe,6352,28,32
22.exe,3151,1352,32
22.exe,3651,1110,32
22.exe,750,677,32
22.exe,346,118,32
22.exe,3409,1228,32
22.exe,8783,56,32
22.exe,9359,132,32
22.exe,2699,137,32
22.exe,6272,59,32
22.exe,6663,21,32
22.exe,6397,12,32
22.exe,7162,41,32
22.exe,7526,26,32
22.exe,8604,13,32
22.exe,8779,57,32
22.exe,2668,149,32
22.exe,1946,233,32
22.exe,11346,4,32
22.exe,11146,75,32
22.exe,10525,113,32
22.exe,1252,487,32
22.exe,2524,16,32
22.exe,4391,796,32
22.exe,94,236,32
22.exe,74,244,32
22.exe,9879,3,32
22.exe,5059,482,32
22.exe,6821,7,32
22.exe,8008,171,32
22.exe,8044,153,32
22.exe,5444,290,32
22.exe,4518,743,32
22.exe,4446,772,32
22.exe,10454,144,32
22.exe,5081,471,32
22.exe,9300,157,32
22.exe,9957,10,32
22.exe,3940,976,32
22.exe,1421,421,32
22.exe,6649,26,32
22.exe,1190,514,32
22.exe,6074,12,32
22.exe,2225,126,32
22.exe,10167,16,32
22.exe,4802,611,32
22.exe,6464,74,32
22.exe,9206,7,32
22.exe,2115,172,32
22.exe,2338,89,32
22.exe,156,209,32
22.exe,7137,53,32
22.exe,9289,164,32
22.exe,1058,565,32
22.exe,1701,322,32
22.exe,11248,36,32
22.exe,2491,30,32
22.exe,1602,358,32
22.exe,662,13,32
22.exe,8170,103,32
22.exe,8811,39,32
22.exe,4302,828,32
22.exe,4537,735,32
22.exe,7017,107,32
22.exe,11015,125,32
22.exe,7856,18,32
22.exe,3290,1286,32
22.exe,10914,6,32
22.exe,5928,79,32
22.exe,2920,50,32
22.exe,961,586,32
22.exe,1153,532,32
22.exe,6862,173,32
22.exe,4511,746,32
22.exe,6085,7,32
22.exe,1033,570,32
22.exe,9454,94,32
22.exe,7486,39,32
22.exe,5499,261,32
22.exe,11315,15,32
22.exe,1990,217,32
22.exe,11523,1,32
22.exe,9764,4,32
22.exe,2457,42,32
22.exe,5671,182,32
22.exe,7247,46,32
22.exe,10790,11,32
22.exe,2886,64,32
22.exe,4162,883,32
22.exe,3520,1171,32
22.exe,2345,85,32
22.exe,8667,18,32
22.exe,2904,55,32
22.exe,109,230,32
22.exe,546,22,32
22.exe,8768,61,32
22.exe,11562,17,32
22.exe,2102,177,32
22.exe,10584,87,32
22.exe,2937,41,32
22.exe,6308,45,32
22.exe,3923,982,32
22.exe,8697,6,32
22.exe,6182,3,32
22.exe,3049,1398,32
22.exe,8971,12,32
22.exe,4360,808,32
22.exe,6060,17,32
22.exe,2005,210,32
22.exe,10711,37,32
22.exe,1313,464,32
22.exe,2098,175,32
22.exe,2040,203,32
22.exe,9736,64,32
22.exe,1653,337,32
22.exe,6123,114,32
22.exe,3241,1312,32
22.exe,11554,20,32
22.exe,7830,28,32
22.exe,8104,129,32
22.exe,1367,438,32
22.exe,1931,238,32
22.exe,7205,25,32
22.exe,2126,169,32
22.exe,2393,66,32
22.exe,4893,565,32
22.exe,1953,230,32
22.exe,9988,90,32
22.exe,7409,17,32
22.exe,4498,752,32
22.exe,4063,922,32
22.exe,2072,187,32
22.exe,2934,44,32
22.exe,5142,441,32
22.exe,9953,9,32
22.exe,7490,39,32
22.exe,4238,856,32
22.exe,2292,105,32
22.exe,8474,43,32
22.exe,1194,512,32
22.exe,8660,20,32
22.exe,4254,850,32
22.exe,8691,10,32
22.exe,2640,161,32
22.exe,11115,89,32
22.exe,11212,45,32
22.exe,9080,17,32
22.exe,5233,394,32
22.exe,6749,13,32
22.exe,676,8,32
22.exe,3115,1370,32
22.exe,11150,73,32
22.exe,892,615,32
22.exe,10073,55,32
22.exe,8567,6,32
22.exe,10673,55,32
22.exe,1053,567,32
22.exe,8884,10,32
22.exe,8087,134,32
22.exe,10814,1,32
22.exe,1734,316,32
22.exe,6902,158,32
22.exe,10601,80,32
22.exe,4857,583,32
22.exe,2749,118,32
22.exe,1493,391,32
22.exe,6644,27,32
22.exe,8810,43,32
22.exe,11312,16,32
22.exe,2673,149,32
22.exe,2481,34,32
22.exe,2831,83,32
22.exe,6881,164,32
22.exe,3106,1376,32
22.exe,1708,321,32
22.exe,7322,22,32
22.exe,1195,511,32
22.exe,2752,116,32
22.exe,8291,46,32
22.exe,7489,39,32
22.exe,2366,79,32
22.exe,573,10,32
22.exe,6535,41,32
22.exe,5231,395,32
22.exe,6406,9,32
22.exe,2791,102,32
22.exe,1528,380,32
22.exe,11137,80,32
22.exe,1324,459,32
22.exe,11038,115,32
22.exe,6382,18,32
22.exe,6610,11,32
22.exe,8416,64,32
22.exe,11466,14,32
22.exe,444,69,32
22.exe,4645,689,32
22.exe,11284,26,32
22.exe,4013,942,32
22.exe,211,186,32
22.exe,3492,1185,32
22.exe,9323,149,32
22.exe,7721,36,32
22.exe,6381,18,32
22.exe,2607,171,32
22.exe,4642,690,32
22.exe,4388,797,32
22.exe,1187,515,32
22.exe,11428,14,32
22.exe,2520,18,32
22.exe,2805,97,32
22.exe,2348,86,32
22.exe,6387,15,32
22.exe,4209,865,32
22.exe,4382,800,32
22.exe,6729,5,32
22.exe,1980,221,32
22.exe,8394,1,32
22.exe,10867,8,32
22.exe,5838,122,32
22.exe,10076,53,32
22.exe,3378,1242,32
22.exe,10928,15,32
22.exe,1057,565,32
22.exe,7512,29,32
22.exe,951,589,32
22.exe,2741,123,32
22.exe,8344,18,32
22.exe,2390,66,32
22.exe,4954,535,32
22.exe,9293,162,32
22.exe,4069,920,32
22.exe,5974,60,32
22.exe,4045,927,32
22.exe,113,228,32
22.exe,11597,5,32
22.exe,8339,22,32
22.exe,6498,60,32
22.exe,1887,257,32
22.exe,3523,1171,32
22.exe,635,2,32
22.exe,1968,228,32
22.exe,3363,1251,32
22.exe,4750,637,32
23.exe,26872,900,32
23.exe,25820,1426,32
23.exe,3730,1996,32
23.exe,20272,4131,32
23.exe,19090,429,32
23.exe,24125,2274,32
23.exe,4244,1744,32
23.exe,13533,2308,32
23.exe,26639,1016,32
23.exe,26944,864,32
23.exe,2623,2551,32
23.exe,8125,90,32
23.exe,26780,946,32
23.exe,14487,1890,32
23.exe,16425,1001,32
23.exe,3413,2156,32
23.exe,23685,2494,32
23.exe,3865,1930,32
23.exe,14001,2108,32
23.exe,23040,2815,32
23.exe,11350,3087,32
23.exe,147,3783,32
23.exe,8110,95,32
23.exe,2828,2447,32
23.exe,28600,36,32
23.exe,16380,1022,32
23.exe,2798,2462,32
23.exe,15269,1564,32
23.exe,19376,321,32
23.exe,14316,1973,32
23.exe,20781,3888,32
23.exe,26530,1071,32
23.exe,14777,1752,32
23.exe,11538,3011,32
23.exe,12171,2781,32
23.exe,22891,2891,32
23.exe,6998,428,32
23.exe,24764,1954,32
23.exe,10913,28,32
23.exe,5237,1273,32
23.exe,14947,1684,32
23.exe,20251,4140,32
23.exe,18020,363,32
23.exe,28597,37,32
23.exe,7416,234,32
23.exe,9686,116,32
23.exe,5603,1108,32
23.exe,11453,3052,32
23.exe,24098,2286,32
23.exe,24976,1848,32
23.exe,21323,3671,32
23.exe,24458,2106,32
23.exe,26305,1183,32
23.exe,20681,3932,32
23.exe,26768,952,32
23.exe,27121,775,32
23.exe,12410,2712,32
23.exe,7477,208,32
23.exe,21606,3532,32
23.exe,18143,312,32
23.exe,14493,1886,32
23.exe,11115,3185,32
23.exe,3472,2125,32
23.exe,18552,144,32
23.exe,17959,385,32
23.exe,10885,42,32
23.exe,19805,156,32
23.exe,12962,2501,32
23.exe,15002,1665,32
23.exe,7105,379,32
23.exe,15211,1586,32
23.exe,25963,1354,32
23.exe,23010,2830,32
23.exe,21437,3618,32
23.exe,11776,2921,32
23.exe,3501,2112,32
23.exe,7757,86,32
23.exe,13739,2214,32
23.exe,28103,284,32
23.exe,7676,120,32
23.exe,18976,477,32
23.exe,1358,3182,32
23.exe,8245,41,32
23.exe,20352,4091,32
23.exe,25840,1416,32
23.exe,6846,498,32
23.exe,3863,1931,32
23.exe,21107,3760,32
23.exe,7812,60,32
23.exe,28346,163,32
23.exe,13206,2419,32
23.exe,15830,1278,32
23.exe,21616,3527,32
23.exe,23670,2500,32
23.exe,2506,2608,32
23.exe,18708,84,32
23.exe,25387,1642,32
23.exe,270,3720,32
23.exe,23007,2833,32
23.exe,8413,27,32
23.exe,23001,2836,32
23.exe,14111,2060,32
23.exe,27796,438,32
23.exe,2044,2839,32
23.exe,28010,331,32
23.exe,16348,1037,32
23.exe,24279,2197,32
23.exe,14419,1922,32
23.exe,23921,2376,32
23.exe,3665,2030,32
23.exe,17521,551,32
23.exe,4460,1646,32
23.exe,27850,411,32
23.exe,11347,3088,32
23.exe,4379,1686,32
23.exe,21513,3580,32
23.exe,12894,2530,32
23.exe,27661,505,32
23.exe,12406,2714,32
23.exe,12712,2606,32
23.exe,26692,990,32
23.exe,24986,1843,32
23.exe,27524,574,32
23.exe,25353,1659,32
23.exe,9671,128,32
23.exe,27884,394,32
23.exe,13569,2290,32
23.exe,14563,1851,32
23.exe,7281,296,32
23.exe,24576,2047,32
23.exe,26147,1262,32
23.exe,6184,824,32
23.exe,23276,2697,32
23.exe,18897,20,32
23.exe,14898,1701,32
23.exe,17133,708,32
23.exe,1623,3051,32
23.exe,11392,3070,32
23.exe,23945,2364,32
23.exe,7919,16,32
23.exe,16320,1049,32
23.exe,27240,716,32
23.exe,11051,3213,32
23.exe,11190,3150,32
23.exe,11946,2868,32
23.exe,11635,2977,32
23.exe,10154,194,32
23.exe,5070,1358,32
23.exe,16950,779,32
23.exe,27822,425,32
23.exe,26737,967,32
23.exe,2752,2485,32
23.exe,6949,450,32
23.exe,7207,330,32
23.exe,15200,1589,32
23.exe,14774,1755,32
23.exe,16466,978,32
23.exe,12191,2775,32
23.exe,8931,29,32
23.exe,4430,1660,32
23.exe,15443,1475,32
23.exe,17350,615,32
23.exe,9510,35,32
23.exe,18237,272,32
23.exe,24532,2069,32
23.exe,10558,28,32
23.exe,4498,1626,32
23.exe,22533,3070,32
23.exe,23432,2619,32
23.exe,19602,232,32
23.exe,4495,1627,32
23.exe,24082,2294,32
23.exe,25625,1523,32
23.exe,9801,44,32
23.exe,28014,329,32
23.exe,6113,859,32
23.exe,6262,785,32
23.exe,9793,52,32
23.exe,17553,540,32
23.exe,6752,547,32
23.exe,22928,2871,32
23.exe,26219,1226,32
23.exe,10803,75,32
23.exe,14709,1786,32
23.exe,16456,984,32
23.exe,21225,3711,32
23.exe,12727,2602,32
23.exe,9902,314,32
23.exe,25743,1464,32
23.exe,24560,2055,32
23.exe,16764,840,32
23.exe,10884,43,32
23.exe,20433,4052,32
23.exe,19532,260,32
23.exe,7144,360,32
23.exe,8544,34,32
23.exe,16120,1144,32
23.exe,24114,2278,32
23.exe,8332,11,32
23.exe,18771,62,32
23.exe,25082,1795,32
23.exe,14652,1811,32
23.exe,17522,551,32
23.exe,19332,339,32
23.exe,18038,356,32
23.exe,28034,319,32
23.exe,1688,3017,32
23.exe,25325,1673,32
23.exe,5883,975,32
23.exe,6150,840,32
23.exe,17687,488,32
23.exe,16149,1132,32
23.exe,21928,3371,32
23.exe,23404,2633,32
23.exe,4739,1512,32
23.exe,17931,396,32
23.exe,18436,187,32
23.exe,7204,332,32
23.exe,7095,385,32
23.exe,28216,228,32
23.exe,27190,741,32
23.exe,12973,2495,32
23.exe,8576,18,32
23.exe,20514,4012,32
23.exe,2759,2483,32
23.exe,20669,3938,32
23.exe,8977,12,32
23.exe,5221,1282,32
23.exe,1464,3129,32
23.exe,2519,2603,32
23.exe,21881,3396,32
23.exe,6159,835,32
23.exe,2984,2369,32
23.exe,3267,2229,32
23.exe,20424,4055,32
23.exe,635,3545,32
23.exe,21931,3371,32
23.exe,18504,161,32
23.exe,10547,33,32
23.exe,18607,124,32
23.exe,19494,276,32
23.exe,12810,2568,32
23.exe,13845,2178,32
23.exe,2981,2372,32
23.exe,8461,3,32
23.exe,15544,1427,32
23.exe,6270,780,32
23.exe,7222,322,32
23.exe,25211,1730,32
23.exe,10241,157,32
23.exe,13709,2230,32
23.exe,4434,1659,32
23.exe,25308,1682,32
23.exe,17267,652,32
23.exe,24615,2028,32
23.exe,18729,77,32
23.exe,12033,2834,32
23.exe,8910,11,32
23.exe,1979,2873,32
23.exe,13015,2482,32
23.exe,20908,3838,32
23.exe,5074,1356,32
23.exe,1956,2883,32
23.exe,27263,704,32
23.exe,273,3720,32
23.exe,20601,3970,32
23.exe,14489,1889,32
23.exe,6194,818,32
23.exe,28588,42,32
23.exe,8386,40,32
23.exe,16117,1146,32
23.exe,23438,2616,32
23.exe,6455,683,32
23.exe,13771,2201,32
23.exe,25592,1540,32
23.exe,7490,204,32
23.exe,11780,2919,32
23.exe,28518,77,32
23.exe,13618,2274,32
23.exe,11564,3003,32
23.exe,26193,1239,32
23.exe,9192,15,32
23.exe,7079,393,32
23.exe,3077,2324,32
23.exe,21731,3471,32
23.exe,24916,1878,32
23.exe,22507,3083,32
23.exe,19108,419,32
23.exe,19044,452,32
23.exe,6726,559,32
23.exe,11610,2986,32
23.exe,23472,2599,32
23.exe,20771,3893,32
23.exe,14455,1904,32
23.exe,2660,2531,32
23.exe,6738,553,32
23.exe,11965,2861,32
23.exe,11211,3139,32
23.exe,3442,2140,32
23.exe,27773,449,32
23.exe,598,3562,32
23.exe,9480,15,32
23.exe,20176,4176,32
23.exe,20682,3933,32
23.exe,25144,1764,32
23.exe,18915,12,32
23.exe,2116,2803,32
23.exe,19802,158,32
23.exe,817,3454,32
23.exe,2796,2463,32
23.exe,7991,143,32
23.exe,11422,3060,32
23.exe,390,3661,32
23.exe,16837,815,32
23.exe,12573,2656,32
23.exe,19892,119,32
23.exe,8189,67,32
23.exe,9388,13,32
23.exe,13488,2324,32
23.exe,3318,2202,32
23.exe,22528,3071,32
23.exe,13698,2237,32
23.exe,13450,2335,32
23.exe,9126,38,32
23.exe,8291,19,32
23.exe,25347,1662,32
23.exe,10280,141,32
23.exe,20472,4031,32
23.exe,19727,193,32
23.exe,19097,425,32
23.exe,24416,2127,32
23.exe,20396,4069,32
23.exe,312,3700,32
23.exe,28183,244,32
23.exe,7199,334,32
23.exe,22910,2880,32
23.exe,1869,2928,32
23.exe,6080,876,32
23.exe,10784,81,32
23.exe,28547,62,32
23.exe,23793,2440,32
23.exe,28130,271,32
23.exe,7444,222,32
23.exe,15275,1560,32
23.exe,6244,795,32
23.exe,14442,1909,32
23.exe,24256,2207,32
23.exe,8124,90,32
23.exe,24021,2326,32
23.exe,17339,619,32
23.exe,14608,1830,32
23.exe,10033,248,32
23.exe,10202,175,32
23.exe,1507,3109,32
23.exe,18816,48,32
23.exe,21156,3738,32
23.exe,20818,3872,32
23.exe,220,3748,32
23.exe,15210,1587,32
23.exe,6547,648,32
23.exe,18537,150,32
23.exe,23434,2618,32
23.exe,8951,18,32
23.exe,17656,505,32
23.exe,12605,2640,32
23.exe,183,3764,32
23.exe,4388,1682,32
23.exe,3968,1877,32
23.exe,25998,1337,32
23.exe,10786,80,32
23.exe,22892,2889,32
23.exe,3112,2305,32
23.exe,12293,2745,32
23.exe,1569,3078,32
23.exe,5361,1221,32
23.exe,23090,2790,32
23.exe,24427,2123,32
23.exe,28272,200,32
23.exe,10954,3263,32
23.exe,5156,1317,32
23.exe,27256,708,32
23.exe,18309,244,32
23.exe,6412,705,32
23.exe,19944,101,32
23.exe,4114,1807,32
23.exe,592,3565,32
23.exe,12227,2766,32
23.exe,23111,2781,32
23.exe,8889,23,32
23.exe,25712,1480,32
23.exe,21604,3533,32
23.exe,26493,1089,32
23.exe,22827,2923,32
23.exe,4043,1841,32
23.exe,22483,3095,32
23.exe,12351,2730,32
23.exe,16338,1044,32
23.exe,15726,1326,32
23.exe,15909,1242,32
23.exe,14038,2092,32
23.exe,15988,1209,32
23.exe,16659,880,32
23.exe,1910,2906,32
23.exe,3571,2077,32
23.exe,5792,1017,32
23.exe,27747,462,32
23.exe,17092,721,32
23.exe,25050,1811,32
23.exe,19431,298,32
23.exe,14361,1951,32
23.exe,22840,2915,32
23.exe,21969,3352,32
23.exe,17316,631,32
23.exe,22520,3075,32
23.exe,18253,268,32
23.exe,13971,2121,32
23.exe,28406,133,32
23.exe,25128,1772,32
23.exe,7502,197,32
23.exe,16895,794,32
23.exe,20537,4003,32
23.exe,14579,1845,32
23.exe,5498,1156,32
23.exe,7032,413,32
23.exe,5941,947,32
23.exe,18190,290,32
23.exe,21921,3376,32
23.exe,194,3759,32
23.exe,1448,3137,32
23.exe,20755,3900,32
23.exe,23506,2582,32
23.exe,26524,1074,32
23.exe,26248,1212,32
23.exe,15482,1455,32
23.exe,22011,3331,32
23.exe,16905,790,32
23.exe,7972,154,32
23.exe,27688,492,32
23.exe,16164,1124,32
23.exe,27794,439,32
23.exe,25037,1817,32
23.exe,25019,1826,32
23.exe,18279,255,32
23.exe,27027,822,32
23.exe,7008,423,32
23.exe,14055,2089,32
23.exe,27502,585,32
23.exe,26289,1191,32
23.exe,5076,1357,32
23.exe,10320,126,32
23.exe,2732,2495,32
23.exe,3710,2006,32
23.exe,3072,2325,32
23.exe,26596,1038,32
23.exe,3148,2287,32
23.exe,15051,1643,32
23.exe,15852,1267,32
23.exe,18514,156,32
23.exe,13282,2392,32
23.exe,19884,123,32
23.exe,8790,61,32
23.exe,4106,1809,32
23.exe,2959,2383,32
23.exe,8789,62,32
23.exe,4394,1679,32
23.exe,25668,1502,32
23.exe,14255,2007,32
23.exe,9057,70,32
23.exe,15947,1227,32
23.exe,23170,2750,32
23.exe,20668,3939,32
23.exe,26330,1171,32
23.exe,107,3798,32
23.exe,3593,2066,32
23.exe,12130,2794,32
23.exe,28255,208,32
23.exe,15020,1658,32
23.exe,16798,829,32
23.exe,2817,2454,32
23.exe,11312,3099,32
23.exe,19931,109,32
23.exe,26017,1327,32
23.exe,21415,3629,32
23.exe,18741,72,32
23.exe,14405,1931,32
23.exe,1722,3000,32
23.exe,266,3724,32
23.exe,22069,3302,32
23.exe,26514,1079,32
23.exe,14616,1829,32
23.exe,8185,69,32
23.exe,6286,771,32
23.exe,9816,35,32
23.exe,13376,2365,32
23.exe,1963,2881,32
23.exe,1806,2958,32
23.exe,7019,418,32
23.exe,10815,70,32
23.exe,19839,142,32
23.exe,2177,2774,32
23.exe,10158,194,32
23.exe,5459,1175,32
23.exe,14571,1848,32
23.exe,4978,1398,32
23.exe,15697,1345,32
23.exe,24446,2112,32
23.exe,10469,65,32
23.exe,5405,1200,32
23.exe,16403,1011,32
23.exe,9008,4,32
23.exe,9779,55,32
23.exe,4469,1640,32
23.exe,10150,196,32
23.exe,222,3747,32
23.exe,18122,321,32
23.exe,15271,1562,32
23.exe,946,3388,32
23.exe,14673,1801,32
23.exe,17327,625,32
23.exe,1866,2928,32
23.exe,1752,2985,32
23.exe,3981,1872,32
23.exe,28002,335,32
23.exe,22482,3094,32
23.exe,28377,147,32
23.exe,4425,1663,32
23.exe,18521,155,32
23.exe,14771,1755,32
23.exe,23634,2518,32
23.exe,25022,1825,32
23.exe,9230,24,32
23.exe,1517,3104,32
23.exe,2471,2627,32
23.exe,27606,533,32
23.exe,9753,71,32
23.exe,16871,802,32
23.exe,7995,143,32
23.exe,22951,2861,32
23.exe,22460,3105,32
23.exe,24523,2075,32
23.exe,954,3384,32
23.exe,6129,851,32
23.exe,9049,73,32
23.exe,27939,366,32
23.exe,21485,3594,32
23.exe,8482,57,32
23.exe,27313,679,32
23.exe,20116,21,32
23.exe,12879,2536,32
23.exe,28145,263,32
23.exe,26754,959,32
23.exe,15351,1524,32
23.exe,13041,2473,32
23.exe,6465,678,32
23.exe,12762,2593,32
23.exe,19981,91,32
23.exe,26285,1193,32
23.exe,14445,1907,32
23.exe,28164,254,32
23.exe,14121,2058,32
23.exe,14813,1734,32
23.exe,12194,2776,32
23.exe,13864,2166,32
23.exe,2904,2409,32
23.exe,21013,3792,32
23.exe,23467,2603,32
23.exe,4762,1501,32
23.exe,8954,16,32
23.exe,20770,3894,32
23.exe,23334,2668,32
23.exe,24511,2081,32
23.exe,14788,1746,32
23.exe,10366,103,32
23.exe,27222,725,32
23.exe,24088,2291,32
23.exe,16021,1196,32
23.exe,13759,2204,32
23.exe,26186,1243,32
23.exe,21011,3794,32
23.exe,1073,3326,32
23.exe,20280,4127,32
23.exe,27230,721,32
23.exe,6526,655,32
23.exe,17579,532,32
23.exe,1484,3119,32
23.exe,4329,1707,32
23.exe,27880,396,32
23.exe,24610,2031,32
23.exe,18600,126,32
23.exe,5029,1377,32
23.exe,4378,1687,32
23.exe,10007,264,32
23.exe,27769,451,32
23.exe,17268,652,32
23.exe,6354,736,32
23.exe,14544,1862,32
23.exe,1474,3124,32
23.exe,309,3700,32
23.exe,20361,4088,32
23.exe,2468,2627,32
23.exe,5230,1277,32
23.exe,21856,3407,32
23.exe,11628,2981,32
23.exe,16029,1192,32
23.exe,22033,3320,32
23.exe,21774,3448,32
23.exe,27513,579,32
23.exe,4563,1595,32
23.exe,26689,991,32
23.exe,16017,1198,32
23.exe,17788,449,32
23.exe,10924,25,32
23.exe,12717,2605,32
23.exe,20135,14,32
23.exe,6464,679,32
23.exe,12598,2644,32
23.exe,9928,301,32
23.exe,20938,3826,32
23.exe,15405,1494,32
23.exe,3025,2350,32
23.exe,23645,2514,32
23.exe,8204,61,32
23.exe,1436,3143,32
23.exe,14864,1712,32
23.exe,5318,1240,32
23.exe,14760,1761,32
23.exe,13170,2433,32
23.exe,19121,413,32
23.exe,24763,1954,32
23.exe,28438,117,32
23.exe,16464,981,32
23.exe,15636,1380,32
23.exe,9362,24,32
23.exe,20549,3996,32
23.exe,5646,1087,32
23.exe,25565,1553,32
23.exe,24423,2125,32
23.exe,15132,1611,32
23.exe,17695,485,32
23.exe,27539,566,32
23.exe,15580,1407,32
23.exe,3550,2086,32
23.exe,5918,958,32
23.exe,24271,2201,32
23.exe,22888,2891,32
23.exe,21278,3690,32
23.exe,1220,3251,32
23.exe,16648,884,32
23.exe,25466,1603,32
23.exe,8486,55,32
23.exe,3546,2088,32
23.exe,4624,1564,32
23.exe,11300,3103,32
23.exe,17555,539,32
23.exe,13372,2364,32
23.exe,3837,1944,32
23.exe,18969,479,32
23.exe,4193,1770,32
23.exe,10229,160,32
23.exe,2738,2492,32
23.exe,27731,470,32
23.exe,1343,3191,32
23.exe,23504,2583,32
23.exe,19882,124,32
23.exe,19415,306,32
23.exe,10876,47,32
23.exe,2232,2745,32
23.exe,11912,2877,32
23.exe,28421,125,32
23.exe,7715,105,32
23.exe,20154,4,32
23.exe,12247,2760,32
23.exe,7577,166,32
23.exe,3310,2206,32
23.exe,845,3440,32
23.exe,3219,2253,32
23.exe,25797,1437,32
23.exe,21989,3342,32
23.exe,912,3405,32
23.exe,25295,1688,32
23.exe,3270,2226,32
23.exe,24099,2287,32
23.exe,11816,2906,32
23.exe,14671,1802,32
23.exe,23856,2407,32
23.exe,26751,960,32
23.exe,13911,2142,32
23.exe,24403,2135,32
23.exe,1091,3317,32
23.exe,24522,2074,32
23.exe,4831,1469,32
23.exe,3474,2124,32
23.exe,16293,1061,32
23.exe,15563,1417,32
23.exe,8682,110,32
23.exe,10148,197,32
23.exe,26481,1095,32
23.exe,8782,67,32
23.exe,18401,203,32
23.exe,19064,441,32
23.exe,2975,2375,32
23.exe,19538,256,32
23.exe,14697,1788,32
23.exe,5861,984,32
23.exe,24,3835,32
23.exe,15800,1291,32
23.exe,17934,395,32
23.exe,21565,3554,32
23.exe,1229,3248,32
23.exe,26051,1310,32
23.exe,26378,1147,32
23.exe,24234,2218,32
23.exe,16024,1192,32
23.exe,8260,34,32
23.exe,13272,2397,32
23.exe,3853,1936,32
23.exe,25282,1695,32
23.exe,1000,3361,32
23.exe,4565,1594,32
23.exe,26730,971,32
23.exe,20196,4165,32
23.exe,26259,1206,32
23.exe,21549,3562,32
23.exe,7523,189,32
23.exe,1549,3088,32
23.exe,4698,1530,32
23.exe,13288,2391,32
23.exe,1810,2956,32
23.exe,5349,1227,32
23.exe,9242,16,32
23.exe,9608,4,32
23.exe,12724,2604,32
23.exe,11672,2962,32
23.exe,8856,3,32
23.exe,16631,891,32
23.exe,26116,1278,32
23.exe,11438,3055,32
23.exe,19878,126,32
23.exe,14627,1822,32
23.exe,5247,1268,32
23.exe,14927,1693,32
